,Player,Season,Pos,Age,Tm,G,GS,MP,FGM,FGA,FGP,X3PM,X3PA,X3PP,X2PM,X2PA,X2PP,EFG,FTM,FTA,FTP,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS,X3PAR,FTR,ORBP,DRBP,TRBP,ASTP,STLP,BLKP,TOVP,USG,OWS,DWS,WS,WS48,OBPM,DBPM,BPM,VORP,ROY
139,Dionte Christmas ,2014,SF,27,PHO,31,0,6.4,0.7,2,0.355,0.3,1,0.29,0.4,1,0.419,0.427,0.6,0.8,0.75,0.4,0.8,1.2,0.3,0.1,0.1,0.2,0.6,2.3,11.1,0.489,0.5,0.387,7.4,14.1,10.8,5.8,0.5,1.1,7.6,17.4,0.2,0.1,0.3,0.083,-0.5,-1.3,-1.8,0,0
140,Domantas Sabonis ,2017,PF,20,OKC,81,66,20.1,2.4,5.9,0.399,0.6,2,0.321,1.7,4,0.438,0.452,0.5,0.8,0.657,0.6,3,3.6,1,0.5,0.4,1,2.5,5.9,6.9,0.469,0.331,0.139,3.1,16.4,9.8,7.2,1.2,1.6,14,15.4,-1,1.8,0.8,0.022,-4.5,-0.1,-4.5,-1,0
141,Donald Sloan ,2012,PG,24,TOT,33,11,20.3,2.4,6,0.399,0.1,0.8,0.08,2.3,5.2,0.445,0.404,0.7,0.9,0.767,0.5,1.5,2,3.2,0.4,0.1,1.5,1.1,5.5,8.9,0.433,0.126,0.152,3,8.6,5.7,26.5,1,0.3,18.8,17.6,-0.4,0.1,-0.3,-0.024,-3.3,-2.1,-5.3,-0.6,0
142,Donatas Motiejunas ,2013,PF,22,HOU,44,14,12.2,2.2,4.8,0.455,0.5,1.9,0.289,1.7,3,0.562,0.512,0.7,1.2,0.627,0.8,1.3,2.1,0.7,0.2,0.2,0.8,1.7,5.7,12.2,0.531,0.39,0.239,7.7,11.9,9.8,9.5,0.6,1.4,13.6,22.1,0.4,0.3,0.7,0.061,-1.9,-1.6,-3.5,-0.2,0
143,Donovan Mitchell ,2018,SG,21,UTA,79,71,33.4,7.5,17.2,0.437,2.4,7,0.34,5.2,10.3,0.502,0.506,3,3.8,0.805,0.7,3.1,3.7,3.7,1.5,0.3,2.7,2.7,20.5,16.7,0.541,0.404,0.218,2.3,10.4,6.4,19.4,2.2,0.9,12.6,29.1,1.4,3.8,5.2,0.095,0.9,0.3,1.2,2.2,0.64
144,Donte DiVincenzo ,2019,SG,22,MIL,27,0,15.2,1.9,4.6,0.403,0.8,3.1,0.265,1,1.5,0.683,0.492,0.3,0.4,0.75,0.6,1.8,2.4,1.1,0.5,0.2,0.7,1.4,4.9,9.1,0.507,0.669,0.097,4.2,11.4,8,9.7,1.5,1.2,12.8,15.1,0,0.6,0.6,0.069,-2.8,0.6,-2.2,0,0
145,Dorian Finney-Smith ,2017,PF,23,DAL,81,35,20.3,1.5,4.1,0.372,0.7,2.4,0.293,0.8,1.8,0.479,0.456,0.6,0.8,0.754,0.7,2.1,2.7,0.8,0.6,0.3,0.6,1.5,4.3,7.7,0.486,0.574,0.183,3.7,12.4,7.9,6,1.6,1.4,11.1,11.6,-0.1,1.5,1.4,0.041,-3.3,0.6,-2.6,-0.3,0
146,Doron Lamb ,2013,SG,21,TOT,47,0,12.3,1.3,3.5,0.368,0.3,0.8,0.378,1,2.7,0.365,0.411,0.4,0.7,0.588,0.2,0.8,1,0.7,0.3,0,0.6,1.1,3.3,4.8,0.433,0.227,0.209,1.5,7.4,4.4,8.2,1.2,0,12.7,15.7,-0.6,0.2,-0.4,-0.032,-5.6,-1.6,-7.3,-0.8,0
147,Doug McDermott ,2015,SF,23,CHI,36,0,8.9,1.2,3,0.402,0.4,1.1,0.317,0.8,1.8,0.455,0.463,0.3,0.4,0.667,0.2,1,1.2,0.2,0.1,0,0.5,0.8,3,14.1,0.523,0.329,0.172,2.1,13.3,7.7,17.1,1.1,0.4,11.1,20.3,2.6,1.5,4.1,0.07,0.7,-0.8,-0.1,1.3,0
148,Dragan Bender ,2017,PF,19,PHO,43,0,13.3,1.3,3.7,0.354,0.7,2.3,0.277,0.7,1.4,0.483,0.441,0.1,0.3,0.364,0.5,1.9,2.4,0.5,0.2,0.5,0.7,1.7,3.4,5.3,0.44,0.627,0.068,4.2,15.6,9.7,5.5,0.8,3.1,16.2,14.4,-0.7,0.3,-0.3,-0.029,-4.3,-0.7,-5.1,-0.4,0
149,Draymond Green ,2013,SF,22,GSW,79,1,13.4,1.1,3.3,0.327,0.2,0.8,0.209,0.9,2.4,0.368,0.354,0.6,0.7,0.818,0.7,2.6,3.3,0.7,0.5,0.3,0.6,2,2.9,7.1,0.404,0.261,0.214,6.2,20.3,13.5,7,2,1.8,15.4,14,-0.9,1.6,0.6,0.028,-5,1.4,-3.6,-0.4,0
150,Drew Eubanks ,2019,PF,21,SAS,23,0,4.9,0.7,1.1,0.577,0,0,0,0.7,1.1,0.577,0.577,0.5,0.6,0.846,0.3,1.2,1.5,0.3,0.1,0.2,0.3,0.5,1.8,15.1,0.646,0,0.5,5.8,26.8,16.4,8.3,0.9,3.7,20.1,15.5,0.1,0.2,0.3,0.12,-1.9,0.7,-1.3,0,0
151,Dwayne Bacon ,2018,SG,22,CHO,53,6,13.5,1.4,3.6,0.375,0.2,0.8,0.256,1.2,2.8,0.409,0.404,0.4,0.5,0.8,0.1,2.3,2.3,0.7,0.3,0,0.4,0.9,3.3,5.8,0.431,0.224,0.13,0.6,18.5,9.4,7.5,1.1,0.2,10.2,13.7,-0.7,0.6,-0.1,-0.007,-4.8,0.1,-4.7,-0.5,0
152,Dwight Powell ,2015,PF,23,TOT,29,0,8.1,1.1,2.3,0.463,0.1,0.4,0.273,1,1.9,0.5,0.485,0.9,1.1,0.758,0.6,1.1,1.7,0.3,0.3,0.2,0.4,1.4,3.1,10.6,0.466,0.318,0.256,4.4,14.6,9.3,9.8,2.1,0.9,12.3,18.3,-0.9,2,1.1,0.027,-2.7,-0.1,-2.8,-0.4,0
153,E'Twaun Moore ,2012,PG,22,BOS,38,0,8.7,1.1,3,0.381,0.4,1.2,0.378,0.7,1.8,0.382,0.456,0.2,0.2,1,0.1,0.8,0.9,0.9,0.3,0.1,0.6,0.9,2.9,8.8,0.474,0.398,0.062,1.5,9.9,5.9,17,1.8,0.7,15.3,19.9,-0.3,0.5,0.2,0.031,-3.3,0.9,-2.4,0,0
154,Earl Clark ,2010,PF,22,PHO,51,0,7.5,1.1,3,0.371,0,0.1,0.4,1.1,2.9,0.37,0.377,0.5,0.7,0.722,0.4,0.9,1.2,0.4,0.1,0.3,0.5,0.5,2.7,8.5,0.42,0.033,0.238,5.6,12.3,9.1,7.8,0.9,2.4,12.1,21.9,-0.5,0.2,-0.3,-0.033,-3.9,-1.6,-5.5,-0.3,0
155,Ed Davis ,2011,PF,21,TOR,65,17,24.6,3.3,5.7,0.576,0,0,0,3.3,5.7,0.576,0.576,1.1,2,0.555,2.6,4.5,7.1,0.6,0.6,1,0.7,2.8,7.7,15.8,0.583,0,0.343,12.1,22.3,17.1,3.8,1.3,3.2,10.1,13.3,2.9,1.1,4,0.119,-0.2,-0.8,-0.9,0.4,0
156,Ekpe Udoh ,2011,C,23,GSW,58,18,17.8,1.7,3.8,0.437,0,0,0,1.7,3.8,0.437,0.437,0.7,1.1,0.656,1.4,1.7,3.1,0.7,0.4,1.5,0.8,2.5,4.1,9.7,0.472,0,0.288,8.6,11.4,10,5.4,1.1,6.4,16.1,12.8,0,0.7,0.7,0.032,-4.4,0.6,-3.8,-0.5,0
157,Elfrid Payton ,2015,PG,20,ORL,82,63,30.4,3.7,8.6,0.425,0.1,0.5,0.262,3.5,8.1,0.435,0.433,1.4,2.6,0.551,1.3,3,4.3,6.5,1.7,0.2,2.5,2.4,8.9,11,0.489,0.172,0.127,6.8,14.2,10.5,6.9,1.3,1.9,10.5,12.9,0.8,0.9,1.7,0.074,-0.9,-0.1,-1,0.3,0.122
158,Elie Okobo ,2019,PG,21,PHO,53,16,18.1,2.2,5.5,0.393,0.7,2.5,0.295,1.4,3,0.475,0.46,0.7,0.9,0.787,0.2,1.6,1.8,2.4,0.6,0.1,1.3,2.1,5.7,7.6,0.489,0.455,0.162,1.4,10.1,5.7,18.7,1.6,0.6,18.2,17,-0.7,0.2,-0.5,-0.027,-4.2,-1.5,-5.7,-0.9,0
159,Elijah Millsap ,2015,SG,27,UTA,47,5,19.7,1.7,5.1,0.34,0.6,1.9,0.311,1.1,3.1,0.358,0.399,1.2,1.8,0.674,0.6,2.6,3.2,1.2,1.2,0.3,1.4,2.6,5.3,10.5,0.508,0.403,0.284,4.5,8.9,6.7,12.3,2.1,0.1,13.7,14.4,0.3,0.4,0.7,0.061,-2.1,0.5,-1.7,0,0
160,Elliot Williams ,2012,SG,22,POR,24,0,6.2,1.5,3.1,0.5,0.3,1.1,0.296,1.2,2,0.617,0.554,0.3,0.8,0.333,0.3,0.5,0.8,0.3,0.3,0.1,0.2,0.8,3.7,18.8,0.537,0.365,0.243,5.4,9.6,7.4,8,2.1,1.6,5.8,26.7,0.2,0.1,0.3,0.105,0.7,-0.8,-0.1,0.1,0
161,Emmanuel Mudiay ,2016,PG,19,DEN,68,66,30.4,4.8,13.3,0.364,1.1,3.4,0.319,3.8,9.9,0.379,0.404,2.1,3.1,0.67,0.5,2.9,3.4,5.5,1,0.5,3.2,2.1,12.8,9.9,0.437,0.256,0.231,1.7,10.9,6.2,29,1.6,1.4,17.9,25.7,-3.3,1.2,-2.1,-0.049,-2.3,-1.9,-4.2,-1.2,0.006
162,Enes Kanter ,2012,C,19,UTA,66,0,13.2,1.8,3.6,0.496,0,0,0,1.8,3.6,0.498,0.496,1.1,1.6,0.667,1.6,2.6,4.2,0.1,0.3,0.3,0.8,1.3,4.6,14.5,0.539,0.004,0.445,13.9,22.7,18.3,1.4,1.1,2.1,16.1,17.3,0.9,0.8,1.7,0.095,-1.2,-1.7,-3,-0.2,0
163,Eric Bledsoe ,2011,PG,21,LAC,81,25,22.7,2.5,6,0.424,0.4,1.4,0.276,2.1,4.6,0.47,0.457,1.2,1.6,0.744,0.8,1.9,2.8,3.6,1.1,0.3,2.4,1.6,6.7,10.8,0.499,0.239,0.274,4.4,9.8,7.1,24.2,2.6,1.1,26.3,17.9,-1.3,1.6,0.3,0.008,-2.4,0.2,-2.2,-0.1,0
164,Eric Maynor ,2010,PG,22,TOT,81,2,15.7,1.9,4.5,0.418,0.3,0.9,0.31,1.6,3.7,0.444,0.448,0.6,0.9,0.722,0.3,1.3,1.6,3.3,0.5,0.1,1,1.4,4.7,11.8,0.478,0.193,0.196,2,9.6,5.9,31.5,1.6,0.6,17.5,17.1,0.5,1.4,1.9,0.071,-1.7,-0.1,-1.8,0.1,0
165,Eric Paschall ,2020,PF,23,GSW,60,26,27.6,5.3,10.7,0.497,0.6,2.2,0.287,4.7,8.5,0.55,0.526,2.7,3.5,0.774,1.4,3.2,4.6,2.1,0.5,0.2,1.6,2.1,14,14.5,0.571,0.202,0.331,5.2,13.1,9,12.7,0.9,0.7,11.4,21.4,1.6,0.5,2.1,0.062,-0.7,-2,-2.7,-0.3,0.004
166,Erick Green ,2015,PG,23,DEN,43,1,9.5,1.4,3.8,0.377,0.3,1.1,0.298,1.1,2.7,0.409,0.42,0.2,0.3,0.833,0.2,0.6,0.7,0.9,0.3,0,0.3,0.6,3.4,11.7,0.49,0.015,0.708,14.9,29,22.2,6.1,1.4,0.5,20,13,0.4,0.8,1.2,0.074,-1.6,-0.8,-2.4,-0.1,0
167,Erik Murphy ,2014,C,23,CHI,24,0,2.6,0.1,0.5,0.231,0,0.1,0,0.1,0.4,0.3,0.231,0,0,0,0.1,0.3,0.3,0.1,0,0.2,0.1,0.3,0.3,0.2,0.231,0.231,0,3.7,10.8,7.3,4.9,0,5,13.3,11.2,-0.2,0.1,-0.1,-0.055,-9,0.3,-8.6,-0.1,0
168,Eugene Jeter ,2011,PG,27,SAC,62,1,13.8,1.7,4.2,0.409,0.1,0.5,0.2,1.6,3.7,0.437,0.421,0.6,0.7,0.902,0.1,1,1.1,2.6,0.5,0,0.8,0.9,4.1,11.1,0.46,0.116,0.158,1.2,8.3,4.6,28.4,1.7,0.2,15.5,16.5,0.2,0.5,0.7,0.037,-2.2,-1.1,-3.3,-0.3,0
169,Evan Fournier ,2013,SG,20,DEN,38,4,11.3,2,4,0.493,0.6,1.4,0.407,1.4,2.6,0.541,0.566,0.8,1,0.769,0.2,0.8,0.9,1.2,0.5,0,0.8,1.7,5.3,13.8,0.597,0.355,0.257,1.6,7.4,4.6,15.5,2.2,0.2,15.9,20.4,0.7,0.3,1,0.115,-1.3,0,-1.4,0.1,0
170,Evan Turner ,2011,SG,22,PHI,78,14,23,2.9,6.8,0.425,0.2,0.6,0.318,2.7,6.2,0.435,0.439,1.3,1.6,0.808,0.5,3.4,3.9,2,0.6,0.2,1,1.8,7.2,10.8,0.484,0.083,0.236,2.7,16.9,9.8,13.4,1.4,0.6,12,17,0,2.2,2.3,0.06,-2.6,0.4,-2.2,-0.1,0
171,Festus Ezeli ,2013,C,23,GSW,78,41,14.4,0.9,2.2,0.438,0,0,0,0.9,2.2,0.438,0.438,0.6,1,0.531,1.8,2.2,4,0.3,0.3,0.9,0.8,2,2.4,9.3,0.467,0,0.479,14.3,16.4,15.4,2.7,1,5.2,23.5,10.7,0,1.5,1.5,0.066,-4,0.7,-3.4,-0.4,0
172,Frank Jackson ,2019,PG,20,NOP,61,16,19.2,3.2,7.3,0.434,0.9,2.8,0.314,2.3,4.6,0.507,0.493,0.9,1.2,0.74,0.4,1.8,2.2,1.1,0.4,0,0.8,1.5,8.1,9.4,0.517,0.378,0.163,2.2,9.5,5.9,8,1,0.1,9.1,18.5,0.1,0.4,0.4,0.018,-2.9,-1.7,-4.6,-0.8,0
173,Frank Kaminsky ,2016,C,22,CHO,81,3,21.1,2.7,6.5,0.41,0.8,2.5,0.337,1.8,4,0.455,0.474,1.3,1.8,0.73,0.9,3.3,4.1,1.2,0.5,0.5,0.7,1.6,7.5,12.5,0.513,0.385,0.282,4.4,17.2,10.7,9,1.1,2,8.9,17.1,1.2,2.1,3.3,0.093,-1,0.2,-0.8,0.5,0
174,Frank Ntilikina ,2018,PG,19,NYK,78,9,21.9,2.3,6.4,0.364,0.6,2,0.318,1.7,4.4,0.385,0.414,0.6,0.9,0.721,0.5,1.8,2.3,3.2,0.8,0.2,1.7,2.3,5.9,7,0.437,0.314,0.136,2.4,9.1,5.8,20,1.9,0.9,19.8,16.9,-2,1.1,-0.9,-0.026,-4.5,-0.5,-5,-1.3,0
175,Fred VanVleet ,2017,PG,22,TOR,37,0,7.9,1.1,3,0.351,0.3,0.8,0.379,0.8,2.2,0.341,0.401,0.5,0.6,0.818,0.1,1,1.1,0.9,0.4,0.1,0.4,1,2.9,10.5,0.443,0.261,0.198,1.5,14.6,8.1,17.5,2.8,0.9,11.1,20.6,-0.1,0.4,0.2,0.04,-3.6,1.6,-2.1,0,0
176,Furkan Aldemir ,2015,PF,23,PHI,41,9,13.2,1,1.9,0.513,0,0.1,0,1,1.8,0.548,0.513,0.3,0.7,0.481,1.9,2.4,4.3,0.7,0.4,0.4,0.4,2.3,2.3,8.2,0.533,0.396,0.207,0.9,8.5,4.8,5.5,0.6,0.2,11.8,16.7,0.2,0.5,0.8,0.049,-3,-0.8,-3.8,-0.4,0
177,Gal Mekel ,2014,PG,25,DAL,31,1,9.4,1,2.8,0.349,0.2,0.6,0.25,0.8,2.1,0.379,0.378,0.3,0.4,0.667,0.2,0.7,0.9,2,0.1,0,1,1,2.4,5.4,0.4,0.233,0.14,2,8.6,5.3,30.1,0.7,0.3,25.4,19,-0.5,0.1,-0.4,-0.073,-4.9,-2.7,-7.6,-0.4,0
178,Garret Siler ,2011,C,24,PHO,21,0,4.8,0.8,1.5,0.548,0,0,0,0.8,1.5,0.548,0.548,0.5,1,0.5,0.8,0.6,1.3,0.1,0,0.2,0.5,1,2.1,13.5,0.553,0,0.71,18.3,13.7,16,4.7,0.5,2.9,19.7,22.6,0.1,0.1,0.1,0.054,-3.5,-2.3,-5.8,-0.1,0
179,Garrett Temple ,2010,SG,23,TOT,27,4,12.4,1.6,3.7,0.436,0.5,1.4,0.351,1.1,2.4,0.484,0.5,1.3,1.9,0.7,0.2,0.9,1.1,0.8,0.5,0.2,1,1.6,5,10.5,0.553,0.366,0.495,2.1,8.8,5.4,9.6,2,1.3,18,20.3,0,0.4,0.4,0.057,-3.4,0.4,-2.9,-0.1,0
180,Gary Clark ,2019,PF,24,HOU,51,2,12.6,1,3,0.331,0.8,2.7,0.297,0.2,0.3,0.692,0.467,0.1,0.1,1,0.5,1.8,2.3,0.4,0.4,0.5,0.1,0.9,2.9,9.2,0.48,0.914,0.046,4.1,16.2,10,3.8,1.5,3.5,4.3,10.9,0.3,0.7,1,0.071,-1.1,0.4,-0.7,0.2,0
181,Gary Forbes ,2011,SF,25,DEN,63,11,12.6,2,4.3,0.454,0.3,0.9,0.328,1.7,3.4,0.488,0.489,0.9,1.4,0.678,0.4,1.4,1.8,0.8,0.4,0.1,0.7,1.2,5.2,11.7,0.524,0.212,0.319,4.2,12.5,8.5,9.7,1.5,0.6,12.9,20.1,0.3,0.7,0.9,0.055,-2,-0.8,-2.9,-0.2,0
182,Gary Harris ,2015,SG,20,DEN,55,6,13.1,1.2,3.9,0.304,0.4,1.9,0.204,0.8,2.1,0.395,0.353,0.6,0.9,0.745,0.4,0.8,1.2,0.5,0.7,0.1,0.7,1.3,3.4,9.8,0.479,0.289,0.271,1.8,7.1,4.5,17.2,1.5,0.3,15.1,19.6,0,0.2,0.2,0.021,-3.6,-1.2,-4.7,-0.4,0
183,Gary Neal ,2011,SG,26,SAS,80,1,21.1,3.6,7.9,0.451,1.6,3.9,0.419,2,4.1,0.481,0.553,1.1,1.3,0.808,0.3,2.2,2.5,1.2,0.3,0.1,1,1.9,9.8,13.1,0.578,0.487,0.165,1.5,11.8,6.8,9.1,0.8,0.2,10.3,20.6,2.1,1.4,3.5,0.099,0.5,-0.8,-0.3,0.7,0.032
184,Georges Niang ,2017,PF,23,IND,23,0,4,0.4,1.6,0.25,0,0.5,0.083,0.3,1,0.333,0.264,0.1,0.1,1,0.1,0.7,0.7,0.2,0.1,0,0.2,0.3,0.9,0.1,0.285,0.333,0.056,2.4,17.9,10.3,7.5,1.6,0,11.9,20.2,-0.4,0.1,-0.3,-0.168,-8.8,-3,-11.7,-0.2,0
185,Georgios Papagiannis ,2017,C,19,SAC,22,0,16.1,2.5,4.6,0.549,0,0.1,0,2.5,4.5,0.56,0.549,0.5,0.6,0.857,1.1,2.8,3.9,0.9,0.1,0.8,1.1,2,5.6,12.7,0.573,0.02,0.137,7.9,20,14,9,0.4,4.4,18.2,16.9,0.1,0.3,0.4,0.057,-3.1,-0.6,-3.8,-0.2,0
186,Gerald Henderson ,2010,SG,22,CHA,43,0,8.3,0.9,2.4,0.356,0.1,0.4,0.211,0.8,2,0.388,0.375,0.8,1.1,0.745,0.3,0.9,1.3,0.3,0.2,0.2,0.3,0.6,2.6,9.7,0.453,0.183,0.452,5.2,13.3,9.3,6,1.5,2.1,10.1,18.2,-0.1,0.5,0.4,0.056,-3.1,0.5,-2.5,0,0
187,Giannis Antetokounmpo ,2014,SF,19,MIL,77,23,24.6,2.2,5.4,0.414,0.5,1.5,0.347,1.7,3.9,0.44,0.463,1.8,2.6,0.683,1,3.4,4.4,1.9,0.8,0.8,1.6,2.2,6.8,10.8,0.518,0.282,0.483,4.6,16.3,10.2,12.1,1.7,2.6,19.4,15,0.1,1.1,1.2,0.031,-2.4,-0.1,-2.5,-0.2,0.002
188,Goga Bitadze ,2020,C,20,IND,54,2,8.7,1.3,2.8,0.467,0.1,0.8,0.19,1.1,2,0.574,0.493,0.4,0.6,0.727,0.5,1.5,2,0.4,0.2,0.7,0.5,1.2,3.2,12.1,0.523,0.28,0.22,5.9,18.7,12.3,6.7,1,6.9,14.5,17.9,-0.1,0.8,0.7,0.067,-4.1,1.8,-2.3,0,0
189,Gordon Hayward ,2011,SF,20,UTA,72,17,16.9,2,4.1,0.485,0.5,1,0.473,1.5,3,0.489,0.544,1,1.3,0.711,0.6,1.4,1.9,1.1,0.4,0.3,1,1.5,5.4,10.7,0.578,0.253,0.331,4,9.8,6.9,10.2,1.3,1.3,17.3,15.3,0.8,0.4,1.2,0.048,-1.2,-1.1,-2.2,-0.1,0
190,Gorgui Dieng ,2014,C,24,MIN,60,15,13.6,1.9,3.8,0.498,0,0,1,1.9,3.8,0.496,0.5,1,1.6,0.634,1.7,3.3,5,0.7,0.5,0.8,0.9,1.8,4.8,16.5,0.534,0.004,0.41,13.4,26.9,20,7.2,1.8,4.6,16.8,16.8,0.7,1.5,2.2,0.129,-2,0.9,-1.1,0.2,0.005
191,Grant Williams ,2020,PF,21,BOS,69,5,15.1,1.3,3.1,0.412,0.3,1.4,0.25,0.9,1.7,0.548,0.469,0.6,0.8,0.722,0.9,1.7,2.6,1,0.4,0.5,0.7,2.4,3.4,7.9,0.505,0.455,0.256,6.1,12.1,9.1,8.5,1.4,3.2,17.6,11.6,0.1,1.4,1.6,0.071,-4.1,1.4,-2.7,-0.2,0
192,Grayson Allen ,2019,SG,23,UTA,38,2,10.9,1.8,4.7,0.376,0.8,2.6,0.323,0.9,2.1,0.443,0.466,1.2,1.6,0.75,0.1,0.5,0.6,0.7,0.2,0.2,0.9,1.2,5.6,7.5,0.516,0.556,0.337,0.8,5.1,3,8.9,0.7,1.1,13.9,24.4,-0.4,0.4,0,0.002,-4.2,-2.1,-6.3,-0.5,0
193,Greg Monroe ,2011,C,20,DET,80,48,27.8,3.8,6.9,0.551,0,0,0,3.8,6.9,0.552,0.551,1.8,2.9,0.622,3.1,4.4,7.5,1.3,1.2,0.6,1,2.5,9.4,18,0.575,0.002,0.424,13,20.4,16.5,7.5,2.3,1.6,11,15.4,4.7,1.9,6.6,0.143,0.9,-0.5,0.4,1.4,0.025
194,Greg Stiemsma ,2012,C,26,BOS,55,3,13.9,1.2,2.2,0.545,0,0,0,1.2,2.2,0.545,0.545,0.5,0.7,0.707,0.9,2.3,3.2,0.5,0.7,1.5,0.6,2.6,2.9,13.6,0.579,0,0.339,7.7,19,13.6,5.6,2.6,8.5,19.2,10.8,0.6,2.2,2.7,0.17,-4,5.5,1.4,0.7,0
195,Greivis Vasquez ,2011,PG,24,MEM,70,1,12.3,1.4,3.3,0.408,0.4,1.2,0.291,1,2.1,0.476,0.461,0.5,0.6,0.773,0.2,0.9,1,2.2,0.3,0.1,1,1.2,3.6,9.4,0.493,0.369,0.189,1.7,8.6,5.1,25.3,1.3,0.4,21.7,16.9,-0.1,0.7,0.5,0.03,-2.4,-0.9,-3.3,-0.3,0
196,Guerschon Yabusele ,2018,PF,22,BOS,33,4,7.1,0.8,1.8,0.426,0.4,1.1,0.324,0.4,0.7,0.583,0.525,0.5,0.7,0.682,0.5,1.1,1.6,0.5,0.1,0.2,0.4,0.7,2.4,12.3,0.559,0.607,0.361,8,16.1,12.1,10,0.9,1.8,14.5,15.7,0.3,0.3,0.6,0.122,-1.4,0.2,-1.2,0,0
197,Gustavo Ayon ,2012,PF,26,NOH,54,24,20.1,2.6,4.8,0.536,0,0,0,2.6,4.8,0.538,0.536,0.7,1.2,0.619,1.6,3.3,4.9,1.4,1,0.9,0.9,2.2,5.9,16.7,0.552,0.004,0.241,9.6,19.3,14.5,11.5,2.6,3.5,13.7,14.5,1.5,1.7,3.2,0.142,0,2.5,2.5,1.2,0
198,Hamidou Diallo ,2019,SG,20,OKC,51,3,10.3,1.5,3.2,0.455,0.1,0.5,0.167,1.4,2.8,0.504,0.467,0.7,1.2,0.61,0.7,1.2,1.9,0.3,0.4,0.2,0.5,1.5,3.7,10.1,0.497,0.145,0.358,7.2,12,9.5,4.4,1.9,1.6,10.7,16.6,0.1,0.7,0.8,0.069,-4.4,0.2,-4.2,-0.3,0
199,Harrison Barnes ,2013,SF,20,GSW,81,81,25.4,3.4,7.8,0.439,0.6,1.8,0.359,2.8,6,0.464,0.481,1.8,2.3,0.758,0.7,3.5,4.1,1.2,0.6,0.2,1.2,1.7,9.2,11,0.526,0.231,0.303,2.9,14.5,8.9,7.3,1.3,0.5,12.4,17.7,0.9,1.9,2.8,0.065,-1.6,-0.1,-1.7,0.1,0.013
200,Harry Giles ,2019,PF,20,SAC,58,0,14.1,3,6,0.503,0,0.1,0,3,5.9,0.512,0.503,1,1.6,0.637,1.1,2.7,3.8,1.5,0.5,0.4,1.3,2.6,7,14.4,0.526,0.017,0.261,8.1,20.1,14,15.2,1.8,2.3,15.8,23.2,0,1,1,0.056,-3.4,0.4,-3,-0.2,0
201,Hasheem Thabeet ,2010,C,22,MEM,68,13,13,1.1,1.9,0.588,0,0,0,1.1,1.9,0.588,0.588,0.8,1.4,0.581,1.3,2.3,3.6,0.2,0.2,1.3,0.6,2.4,3.1,12.9,0.605,0,0.71,11.2,20.9,16.1,1.7,0.9,7.7,20,10.7,0.8,1.2,2,0.109,-3.2,1.9,-1.2,0.2,0
202,Hollis Thompson ,2014,SF,22,PHI,77,41,22.6,2.2,4.8,0.46,0.9,2.2,0.401,1.4,2.7,0.507,0.55,0.7,0.9,0.712,0.9,2.3,3.2,0.9,0.7,0.2,0.8,1.9,6,9.5,0.57,0.449,0.196,4.4,11.2,7.7,6.1,1.5,0.5,12.9,11.3,1.4,0.6,2,0.055,-2.1,-1,-3.2,-0.5,0
203,Ian Clark ,2014,SG,22,UTA,23,0,7.5,1.1,2.9,0.388,0.5,1.3,0.355,0.7,1.6,0.417,0.47,0.2,0.3,0.714,0.1,0.7,0.8,0.7,0.3,0.1,0.6,1,3,9.2,0.485,0.463,0.104,1.9,11.1,6.4,14.7,2.4,0.9,16.7,22.4,-0.2,0.1,-0.1,-0.025,-2.9,-0.3,-3.2,-0.1,0
204,Iman Shumpert ,2012,PG,21,NYK,59,35,28.9,3.6,9.1,0.401,0.8,2.7,0.306,2.8,6.4,0.44,0.446,1.5,1.8,0.798,0.7,2.4,3.2,2.8,1.7,0.1,1.9,2.9,9.5,10.8,0.484,0.294,0.204,2.8,9.9,6.3,15.6,3.1,0.4,16,18.2,-0.1,2.5,2.4,0.068,-3,1.6,-1.4,0.2,0.055
205,Isaac Bonga ,2019,PG,19,LAL,22,0,5.5,0.2,1.5,0.152,0,0.4,0,0.2,1.1,0.2,0.152,0.4,0.7,0.6,0.4,0.7,1.1,0.7,0.4,0.2,0.3,0.4,0.9,6,0.24,0.242,0.455,7.9,13.5,10.8,14.9,3.5,2.7,13.2,15.7,-0.3,0.2,-0.1,-0.059,-7,2.2,-4.8,-0.1,0
206,Isaiah Briscoe ,2019,PG,22,ORL,39,0,14.3,1.4,3.5,0.399,0.3,0.9,0.324,1.1,2.7,0.423,0.438,0.4,0.7,0.577,0.1,1.8,1.9,2.2,0.3,0.1,0.8,1.7,3.5,6.7,0.455,0.246,0.188,0.9,13.4,7.1,21,1,0.3,17.2,14.1,-0.3,0.5,0.3,0.023,-5.4,0.4,-5,-0.4,0
207,Isaiah Canaan ,2014,PG,22,HOU,22,0,11.5,1.4,4,0.356,0.8,2.5,0.327,0.6,1.5,0.406,0.46,1,1.3,0.724,0.3,0.8,1.1,1,0.4,0.2,1,1.1,4.6,9.5,0.506,0.632,0.333,3.3,7.1,5.3,13.2,1.6,1.2,17.4,21,0,0.2,0.2,0.031,-2.5,-1.5,-4,-0.1,0
