"","Player","Season","Pos","Age","Tm","G","GS","MP","FGM","FGA","FGP","X3PM","X3PA","X3PP","X2PM","X2PA","X2PP","EFG","FTM","FTA","FTP","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","PER","TS","X3PAR","FTR","ORBP","DRBP","TRBP","ASTP","STLP","BLKP","TOVP","USG","OWS","DWS","WS","WS48","OBPM","DBPM","BPM","VORP","MVP","DPOY"
"352","Markieff Morris",2021,"PF",31,"LAL",60,26,19.6,2.5,6.1,0.404,1.1,3.4,0.307,1.4,2.7,0.528,0.49,0.6,0.8,0.708,0.8,3.6,4.4,1.2,0.4,0.3,0.9,1.7,6.6,9.1,0.508,0.56,0.131,4.5,20.4,12.5,8.3,0.9,1.4,12.2,16.3,-0.3,1.8,1.5,0.06,-2.8,-0.2,-3,-0.3,0,0
"353","Monte Morris",2021,"PG",25,"DEN",45,13,25.8,3.9,8.2,0.476,1.1,2.9,0.379,2.8,5.3,0.529,0.543,1.2,1.6,0.789,0.2,1.9,2.1,3.2,0.7,0.3,0.7,1,10.2,13.7,0.571,0.357,0.192,1.1,8.3,4.7,16.7,1.4,1.1,7.6,16.3,1.9,0.8,2.7,0.111,0.1,-1.1,-1,0.3,0,0
"354","Mychal Mulder",2021,"PG",26,"GSW",58,5,12.4,1.9,4.2,0.443,1.3,3.4,0.392,0.5,0.8,0.66,0.602,0.2,0.4,0.619,0.1,0.8,1,0.4,0.2,0.2,0.3,0.9,5.3,10.3,0.605,0.809,0.085,1.2,7,4.2,4.7,0.7,1.4,5.9,16.2,0.5,0.5,1,0.068,-1.1,-1.5,-2.6,-0.1,0,0
"355","Dejounte Murray",2021,"PG",24,"SAS",64,64,31.9,6.6,14.5,0.456,1,3,0.325,5.6,11.5,0.491,0.49,1.6,2,0.802,0.9,6.1,7,5.4,1.5,0.1,1.8,2.1,15.9,16.6,0.515,0.209,0.141,2.8,20.7,11.6,26,2.3,0.2,10.4,23.5,0.9,2.6,3.5,0.081,-0.2,0.8,0.6,1.4,0,0
"356","Jamal Murray",2021,"PG",23,"DEN",48,48,35.5,7.9,16.5,0.477,2.7,6.6,0.408,5.2,9.9,0.523,0.559,2.8,3.2,0.869,0.8,3.3,4,4.8,1.3,0.3,2.3,2,21.2,18.3,0.592,0.399,0.193,2.5,10.4,6.5,20.3,1.9,0.7,11.2,24.8,3.1,1.5,4.6,0.129,2.7,-1,1.7,1.6,0,0
"357","Mike Muscala",2021,"C",29,"OKC",35,0,18.4,3.4,7.6,0.446,1.9,5.3,0.37,1.5,2.4,0.614,0.573,0.9,1,0.917,0.5,3.2,3.8,0.8,0.2,0.3,0.6,1.5,9.7,14.6,0.599,0.689,0.135,3,18.5,10.7,7,0.6,1.5,6.9,20,0.8,0.4,1.3,0.095,0.8,-1.2,-0.3,0.3,0,0
"358","Sviatoslav Mykhailiuk",2021,"SF-SG",23,"TOT",65,14,20,3.1,7.6,0.407,1.6,4.8,0.329,1.5,2.8,0.538,0.51,0.6,0.8,0.76,0.4,2.1,2.5,1.7,0.8,0.2,1.3,1,8.3,10.2,0.525,0.63,0.102,2,11.6,6.7,12.8,1.9,0.7,14.5,19.9,-0.9,1.1,0.2,0.007,-2.1,-1,-3.1,-0.4,0,0
"359","Abdel Nader",2021,"SF",27,"PHO",24,0,14.8,2.4,4.8,0.491,0.8,1.8,0.419,1.6,3,0.534,0.569,1.2,1.5,0.757,0.3,2.3,2.6,0.8,0.4,0.4,0.8,1.4,6.7,13.4,0.605,0.371,0.319,2.3,17.3,9.9,7.4,1.4,2.3,12.6,19,0.3,0.4,0.7,0.095,-1.2,0.8,-0.4,0.2,0,0
"360","Larry Nance Jr.",2021,"PF",28,"CLE",35,27,31.2,3.7,7.8,0.471,1.2,3.3,0.36,2.5,4.5,0.551,0.546,0.9,1.4,0.612,1.5,5.2,6.7,3.1,1.7,0.5,1.6,2.1,9.3,13.2,0.557,0.419,0.18,5.4,19.2,12.1,14.4,2.8,1.4,15.8,13.9,0.5,1.3,1.8,0.079,-1.1,1.7,0.6,0.7,0,0
"361","Aaron Nesmith",2021,"SF",21,"BOS",43,0,14.1,1.6,3.6,0.455,0.9,2.3,0.394,0.7,1.3,0.564,0.581,0.5,0.6,0.769,0.6,2,2.6,0.4,0.3,0.2,0.5,1.7,4.6,10,0.601,0.643,0.169,4.6,16.4,10.4,4,1.1,1.4,11.3,13.3,0.6,0.5,1.1,0.084,-2.4,-0.3,-2.7,-0.1,0,0
"362","Raul Neto",2021,"PG",28,"WAS",63,21,21.8,3.2,6.9,0.467,1,2.6,0.395,2.2,4.4,0.509,0.54,1.1,1.3,0.877,0.4,2,2.4,2.3,1.2,0.1,0.8,1.7,8.6,13,0.574,0.371,0.185,2.1,9.7,5.9,14.1,2.4,0.4,10.1,15.8,1.4,1.3,2.7,0.095,-1.4,0.6,-0.8,0.4,0,0
"363","Georges Niang",2021,"PF",27,"UTA",69,9,15.8,2.4,5.6,0.436,1.7,4,0.424,0.7,1.6,0.467,0.589,0.2,0.2,1,0.4,2.1,2.5,0.8,0.3,0.1,0.7,1.6,6.8,11,0.599,0.721,0.044,2.9,13.2,8.3,7.3,1,0.6,11.6,17.5,1,1.3,2.3,0.1,-0.7,-0.1,-0.7,0.4,0,0
"364","Zeke Nnaji",2021,"PF",20,"DEN",40,1,9.1,1.1,2.4,0.474,0.5,1.3,0.377,0.6,1.1,0.595,0.579,0.3,0.4,0.8,0.3,1.1,1.5,0.2,0.2,0.1,0.2,0.7,3.1,10.5,0.6,0.558,0.158,4.1,14,9.1,2.9,0.8,1.1,6.4,13.1,0.4,0.3,0.7,0.092,-1.2,-1.7,-2.9,-0.1,0,0
"365","Nerlens Noel",2021,"C",26,"NYK",61,38,23.8,2.1,3.5,0.61,0,0,0,2.1,3.4,0.619,0.61,0.8,1.1,0.706,2.2,4.1,6.3,0.8,1,2.1,1.1,2.8,5,14.7,0.634,0.014,0.319,10.3,18.5,14.4,4.4,2.2,8.6,21.1,9.4,1.4,3.3,4.7,0.157,-2.5,3.4,0.9,1,0,0
"366","Jaylen Nowell",2021,"SG",21,"MIN",41,0,18.2,3.4,8,0.424,1.2,3.6,0.336,2.2,4.5,0.495,0.498,1,1.3,0.811,0.4,1.8,2.3,1.5,0.5,0.3,0.7,1.8,9.1,12.1,0.526,0.442,0.161,2.5,11.3,6.7,12.5,1.3,1.4,7.3,21.4,0.3,0.4,0.6,0.041,-1.6,-1.7,-3.3,-0.3,0,0
"367","Frank Ntilikina",2021,"PG",22,"NYK",30,4,10.5,0.9,2.6,0.359,0.7,1.6,0.468,0.2,1,0.194,0.5,0.3,0.6,0.444,0.2,0.8,1,0.6,0.6,0.1,0.4,1.4,2.9,7.3,0.5,0.603,0.231,2.1,8.2,5.2,8.3,2.7,0.9,11.3,13.7,-0.1,0.5,0.4,0.06,-4.8,1.9,-2.9,-0.1,0,0
"368","Kendrick Nunn",2021,"PG",25,"MIA",54,42,29.5,5.6,11.7,0.475,2.2,5.8,0.376,3.4,5.9,0.572,0.568,1,1.1,0.932,0.3,2.8,3.2,2.7,1,0.2,1.5,2,14.3,13.7,0.588,0.493,0.094,1.3,10.7,6.1,14.7,1.7,0.8,10.7,20.8,1,1.5,2.5,0.076,-0.7,-0.3,-1,0.4,0,0
"369","James Nunnally",2021,"SF",30,"NOP",6,0,6.2,0.7,1.7,0.4,0.5,1.5,0.333,0.2,0.2,1,0.55,0.2,0.3,0.5,0.3,0.8,1.2,0.3,0,0,0.2,0.2,2,9.6,0.551,0.9,0.2,5.9,14.7,10.3,7,0,0,8.4,13.5,0,0,0,0.059,-1.3,-1.5,-2.7,0,0,0
"370","Jusuf Nurkic",2021,"C",26,"POR",34,34,23.6,4.6,8.9,0.52,0.3,0.9,0.379,4.3,8,0.535,0.538,1.8,2.9,0.629,2.3,6.4,8.7,3.4,0.9,0.9,1.9,2.7,11.4,20.3,0.56,0.096,0.321,9.9,30.1,19.7,21.5,1.9,3.6,15.9,22,1.2,1,2.2,0.134,0.3,1.5,1.8,0.8,0,0
"371","David Nwaba",2021,"SF",28,"HOU",30,9,22.6,3.5,7.3,0.486,0.6,2.1,0.27,3,5.2,0.574,0.525,1.6,2.3,0.691,1.3,2.6,3.9,1,1,0.7,0.6,2,9.2,14.4,0.557,0.289,0.312,6,12.8,9.2,6.9,2.1,2.8,6.4,16.6,0.7,0.6,1.3,0.094,-1.3,1,-0.3,0.3,0,0
"372","Jordan Nwora",2021,"SF",22,"MIL",28,2,8.4,1.7,4,0.432,0.9,1.9,0.444,0.9,2,0.421,0.541,0.6,0.8,0.81,0.1,1.5,1.6,0.3,0.5,0.2,0.8,0.7,4.9,13.9,0.57,0.486,0.189,1.8,17.6,10,4.1,3,1.9,14.9,25,-0.1,0.4,0.2,0.047,-2,-0.5,-2.5,0,0,0
"373","Royce O'Neale",2021,"SF",27,"UTA",68,68,31.7,2.5,5.5,0.449,1.5,3.9,0.387,1,1.6,0.6,0.586,0.6,0.6,0.864,1.2,5.7,6.9,2.6,0.8,0.4,1.1,2.6,7,10,0.606,0.707,0.117,4.3,18.2,11.5,10.4,1.3,1.1,16.5,9.5,2.4,3.2,5.5,0.123,-1.1,1.7,0.6,1.4,0,0
"374","Semi Ojeleye",2021,"PF",26,"BOS",53,13,17,1.6,3.9,0.402,1.1,2.8,0.38,0.5,1.1,0.458,0.538,0.5,0.6,0.75,0.5,2.1,2.6,0.7,0.3,0,0.4,1,4.7,8.3,0.558,0.718,0.153,3.6,13.6,8.6,5.2,0.9,0,8.2,11.6,0.7,0.5,1.2,0.064,-1.4,-1.2,-2.6,-0.1,0,0
"375","Jahlil Okafor",2021,"C",25,"DET",25,0,12,2.2,3.5,0.625,0.1,0.3,0.286,2.1,3.2,0.654,0.636,0.5,0.8,0.684,0.7,1.6,2.3,0.5,0.2,0.2,0.8,1.4,5,13.1,0.649,0.08,0.216,6.6,14.5,10.5,7,1,1.2,16.5,16.7,0.3,0.2,0.5,0.081,-2.4,-0.7,-3.1,-0.1,0,0
"376","Chuma Okeke",2021,"PF",22,"ORL",45,19,25.2,3,7.2,0.417,1.1,3.1,0.348,1.9,4.1,0.47,0.492,0.7,0.9,0.75,0.9,3.1,4,2.2,1.1,0.5,0.8,1.1,7.8,11.8,0.511,0.435,0.123,3.7,13.2,8.3,13.1,2.1,1.8,10,14.5,0.3,1,1.4,0.057,-1.8,0.4,-1.4,0.2,0,0
"377","Josh Okogie",2021,"SG",22,"MIN",56,37,20.7,1.8,4.4,0.399,0.5,1.9,0.26,1.3,2.6,0.5,0.454,1.4,1.8,0.79,1.1,1.6,2.7,1.1,0.9,0.5,0.7,2.1,5.4,9,0.521,0.419,0.403,5.5,8.6,7,7.1,2.1,1.9,12.3,12,0.4,0.8,1.2,0.05,-3.9,0.1,-3.8,-0.5,0,0
"378","Onyeka Okongwu",2021,"C",20,"ATL",47,3,11.5,1.7,2.7,0.635,0,0.1,0,1.7,2.6,0.65,0.635,0.7,1.1,0.66,1.1,1.9,2.9,0.3,0.4,0.6,0.6,2,4.1,15.5,0.652,0.024,0.397,10.3,17.6,14,4,1.9,4.9,14.9,14,0.9,0.7,1.6,0.141,-2.9,1,-1.9,0,0,0
"379","Isaac Okoro",2021,"SG",20,"CLE",64,64,32.3,3.4,8,0.424,0.9,3,0.299,2.5,4.9,0.5,0.48,1.7,2.3,0.736,1,2,3,1.8,1,0.4,1.3,2.8,9.3,7.8,0.52,0.38,0.282,3.4,7.1,5.2,8.2,1.5,1,12.2,13.8,0,0.9,1,0.023,-4.2,-0.7,-4.9,-1.5,0,0
"380","KZ Okpala",2021,"PF",21,"MIA",34,9,12,0.9,2.6,0.345,0.4,1.4,0.245,0.5,1.1,0.474,0.414,0.1,0.3,0.3,0.6,1.3,1.8,0.5,0.2,0.3,0.4,1.6,2.2,3.8,0.41,0.563,0.115,5.4,11.8,8.6,5.6,1,2.3,12.5,11.5,-0.4,0.4,0,-0.005,-6.9,-0.9,-7.9,-0.6,0,0
"381","Victor Oladipo",2021,"SG",28,"TOT",33,33,32.7,7.1,17.5,0.408,2.4,7.2,0.326,4.8,10.2,0.466,0.476,3.2,4.2,0.754,0.4,4.5,4.8,4.6,1.4,0.4,2.5,2.5,19.8,14.4,0.512,0.415,0.24,1.2,15.1,8,22.9,2,1.2,11.5,28.5,-0.6,1,0.4,0.018,-0.6,-0.9,-1.5,0.1,0,0
"382","Cameron Oliver",2021,"F",24,"HOU",1,0,19,6,10,0.6,1,3,0.333,5,7,0.714,0.65,0,0,0,1,2,3,2,1,0,0,3,13,24.4,0.65,0.3,0,5.4,11.7,8.4,21.1,2.5,0,0,22.4,0.1,0,0.1,0.214,-0.5,0.4,0,0,0,0
"383","Kelly Olynyk",2021,"C-PF",29,"TOT",67,59,28.6,4.8,9.9,0.487,1.8,5.3,0.337,3,4.6,0.659,0.577,1.8,2.2,0.83,1.3,5.7,7,2.7,1.1,0.6,1.7,2.9,13.2,16,0.61,0.534,0.222,4.8,22.3,13.5,14.8,1.9,2.1,13.8,19.3,2.2,2.5,4.7,0.117,0,0.8,0.8,1.4,0,0
"384","Miye Oni",2021,"SG",23,"UTA",51,0,9.4,0.6,1.9,0.347,0.5,1.6,0.333,0.1,0.2,0.455,0.495,0.1,0.1,0.833,0.4,1.2,1.6,0.5,0.2,0.2,0.3,1.1,1.9,6.4,0.507,0.884,0.063,5.1,12.7,9.1,7.1,1,1.3,14.1,10.2,0.2,0.6,0.8,0.076,-3.1,0.9,-2.2,0,0,0
"385","Cedi Osman",2021,"SF",25,"CLE",57,24,25.5,3.7,9.9,0.371,1.7,5.5,0.306,2,4.4,0.452,0.456,1.3,1.7,0.8,0.6,2.7,3.4,2.9,0.9,0.2,1.3,2,10.4,10.5,0.487,0.555,0.168,2.8,12.4,7.5,17.4,1.8,0.6,10.7,20.5,-0.4,0.9,0.5,0.017,-1.7,-0.9,-2.6,-0.2,0,0
"386","Daniel Oturu",2021,"C",21,"LAC",27,0,4.1,0.6,1.1,0.517,0,0,0,0.6,1,0.536,0.517,0.2,0.3,0.625,0.4,0.7,1.1,0.3,0,0.1,0.2,0.7,1.3,12.4,0.538,0.034,0.276,12.7,18.8,15.8,8.7,0.5,3.2,13.3,15.1,0.1,0.1,0.3,0.112,-3.5,-0.9,-4.4,-0.1,0,0
"387","Kelly Oubre Jr.",2021,"SF",25,"GSW",55,50,30.7,5.8,13.2,0.439,1.6,5.2,0.316,4.1,8,0.519,0.501,2.2,3.2,0.695,1.5,4.5,6,1.3,1,0.8,1.3,2.2,15.4,13.3,0.529,0.394,0.244,5.2,15.4,10.4,6.5,1.6,2.2,8,22.1,0,2.2,2.2,0.061,-1.5,-0.6,-2.1,-0.1,0,0
"388","Jabari Parker",2021,"PF",25,"TOT",11,0,11,1.9,3.5,0.538,0,0.5,0,1.9,3,0.636,0.538,0.3,0.4,0.75,0.8,2.1,2.9,0.6,0.1,0.5,0.8,0.8,4.1,12.4,0.552,0.154,0.103,8.3,21.4,14.8,8.4,0.4,3.8,18.1,17.7,0,0.1,0.1,0.037,-2.5,-0.4,-2.9,0,0,0
"389","Eric Paschall",2021,"PF",24,"GSW",39,2,17.3,3.7,7.5,0.491,0.4,1.4,0.321,3.3,6.2,0.529,0.52,1.6,2.3,0.719,0.7,2.5,3.2,1.3,0.3,0.2,1.1,1.7,9.5,13.3,0.555,0.181,0.304,4.3,15.1,9.8,11.7,0.8,0.9,11,23.6,0.2,0.7,0.8,0.059,-1.7,-1.5,-3.1,-0.2,0,0
"390","Anzejs Pasecniks",2021,"C",25,"WAS",1,0,6,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5,2,0,-40.6,0,1,0,17.8,0,8.8,18.7,0,0,83.3,41.4,-0.1,0,-0.1,-1.114,-40.1,-7.1,-47.1,-0.1,0,0
"391","Patrick Patterson",2021,"PF",31,"LAC",36,4,14.2,1.8,4,0.434,1,2.8,0.364,0.8,1.3,0.587,0.559,0.3,0.4,0.75,0.4,1.4,1.9,0.6,0.4,0.2,0.3,1.2,4.8,10.7,0.572,0.683,0.11,3.6,11.1,7.5,5.8,1.3,1.4,6.7,14.2,0.5,0.5,1,0.097,-0.5,-0.2,-0.7,0.2,0,0
"392","Justin Patton",2021,"C",23,"HOU",13,6,19,2.2,5.4,0.414,0.7,2.6,0.265,1.5,2.8,0.556,0.479,0.2,0.3,0.75,1.1,2.7,3.8,1.1,0.9,1.1,0.3,2.6,5.4,11.6,0.488,0.486,0.057,5.8,15.7,10.6,8.1,2.3,5.1,5.3,13,0.1,0.3,0.4,0.076,-3.8,1.7,-2,0,0,0
"393","Chris Paul",2021,"PG",35,"PHO",68,68,31.5,6.2,12.6,0.492,1.5,3.7,0.39,4.7,8.8,0.536,0.55,2.4,2.6,0.933,0.4,4.1,4.5,8.9,1.4,0.3,2.3,2.4,16.3,21.1,0.593,0.297,0.208,1.3,14.7,8.1,40.9,2.3,0.8,14.1,22.6,6.1,2.7,8.7,0.196,3.2,1.3,4.5,3.5,0,0
"394","Cameron Payne",2021,"PG",26,"PHO",57,0,17.7,3,6.3,0.475,1.1,2.7,0.425,1.9,3.6,0.512,0.565,0.8,0.9,0.885,0.3,2.1,2.3,3.5,0.6,0.3,1,1.6,7.9,16.6,0.592,0.425,0.144,1.7,13,7.4,27.7,1.7,1.3,13,19.5,2,1.1,3.1,0.146,1.3,0.8,2,1,0,0
"395","Elfrid Payton",2021,"PG",26,"NYK",60,60,24.1,4.5,10.2,0.439,0.5,1.6,0.289,4,8.6,0.467,0.462,1.2,1.8,0.682,1.1,2.4,3.5,3.3,0.8,0.2,1.7,1.9,10.6,12.3,0.484,0.159,0.175,4.9,10.8,7.9,21.7,1.6,0.6,13.2,23.3,-0.6,1.8,1.2,0.038,-2.4,-0.5,-3,-0.3,0,0
"396","Gary Payton II",2021,"PG",28,"GSW",10,0,4,1,1.3,0.769,0.2,0.4,0.5,0.8,0.9,0.889,0.846,0.3,0.4,0.75,0.2,0.9,1.1,0.1,0.6,0.1,0.1,0.8,2.5,29.2,0.847,0.308,0.308,5.4,23.7,14.6,4.1,7,2.2,6.3,16.8,0.2,0.1,0.3,0.331,0.5,9,9.5,0.1,0,0
"397","Norvel Pelle",2021,"C",27,"TOT",13,0,6.5,0.6,1.2,0.533,0,0,0,0.6,1.2,0.533,0.533,0.3,0.5,0.667,0.5,1,1.5,0.2,0.1,0.7,0.2,1.1,1.5,11.6,0.567,0,0.4,8.1,16.6,12.4,3,0.6,10,14.5,10.8,0.1,0.1,0.2,0.111,-3.4,2.4,-1,0,0,0
"398","Reggie Perry",2021,"PF",20,"BRK",23,0,8.8,1.4,3.3,0.421,0.2,0.9,0.19,1.2,2.4,0.509,0.447,0.4,0.6,0.769,1.1,1.9,3,0.6,0.3,0.3,0.6,1.6,3.4,12,0.477,0.276,0.171,14.9,22.4,18.8,9.4,1.4,2.6,14.6,20.5,0,0.2,0.2,0.051,-4.3,-1.5,-5.8,-0.2,0,0
"399","Theo Pinson",2021,"SG",25,"NYK",17,0,2,0.1,0.5,0.111,0,0.5,0,0.1,0.1,1,0.111,0,0,0,0,0.3,0.3,0.1,0,0,0.1,0.2,0.1,-8.1,0.111,0.889,0,0,15.8,8,3.7,0,0,10,13.1,-0.2,0,-0.1,-0.205,-13.6,-2.9,-16.5,-0.1,0,0
"400","Mason Plumlee",2021,"C",30,"DET",56,56,26.8,4.2,6.8,0.614,0,0.1,0,4.2,6.7,0.626,0.614,2,3,0.669,2.6,6.7,9.3,3.6,0.8,0.9,1.9,3.3,10.4,18.7,0.638,0.018,0.444,10.6,28,19.2,21,1.4,2.9,18.7,16.3,3,2.1,5.2,0.165,0.3,1.8,2.1,1.5,0,0
"401","Jakob Poeltl",2021,"C",25,"SAS",66,48,26.6,3.8,6.1,0.623,0,0,0,3.8,6.1,0.623,0.623,0.9,1.8,0.513,3.1,4.7,7.9,2,0.7,1.8,1.3,2.5,8.5,17.5,0.618,0,0.295,12.4,19.2,15.8,10.3,1.2,5.6,15.4,13.4,3.1,2.5,5.5,0.151,-0.5,1.2,0.7,1.2,0,0
"402","Vincent Poirier",2021,"C",27,"PHI",10,0,3.9,0.3,1.2,0.25,0,0.1,0,0.3,1.1,0.273,0.25,0.2,0.6,0.333,0.6,0.8,1.4,0.2,0,0.3,0.4,0.8,0.8,1.6,0.273,0.083,0.5,17.3,22.1,19.7,6.6,0,6.9,21.5,20.5,-0.2,0.1,-0.1,-0.126,-11.4,-3.2,-14.6,-0.1,0,0
"403","Aleksej Pokusevski",2021,"PF",19,"OKC",43,26,23.7,2.9,8.8,0.332,1.2,4.6,0.265,1.7,4.3,0.404,0.401,0.7,0.9,0.737,0.7,3.8,4.5,2.2,0.4,1,2,1.3,7.7,6.1,0.419,0.517,0.1,3,17.2,10,13.6,0.9,3.7,18.2,20.2,-2.7,0.9,-1.8,-0.084,-5.2,-0.6,-5.8,-1,0,0
"404","Jordan Poole",2021,"SG",21,"GSW",49,6,19,3.8,9,0.424,1.8,5.3,0.346,2,3.7,0.536,0.526,1.9,2.2,0.877,0.3,1.5,1.7,1.9,0.5,0.2,0.9,1.7,11.4,14.3,0.571,0.587,0.239,1.5,8.1,4.9,15.1,1.2,0.8,8.6,24.6,0.8,0.8,1.6,0.083,0.4,-1.5,-1.1,0.2,0,0
"405","Jontay Porter",2021,"PF",21,"MEM",10,0,3.3,0.5,1.2,0.417,0.2,0.7,0.286,0.3,0.5,0.6,0.5,0.3,0.3,1,0.2,0.9,1.1,0.1,0.2,0,0.6,0.8,1.5,6,0.563,0.583,0.25,6.3,29.3,17.7,4.1,2.9,0,31.1,24.7,-0.1,0.1,0,-0.063,-9.6,-0.3,-9.9,-0.1,0,0
"406","Kevin Porter Jr.",2021,"SG",20,"HOU",26,23,32.1,6,14.1,0.425,1.9,6.2,0.311,4.1,7.9,0.515,0.493,2.7,3.6,0.734,0.8,3,3.8,6.3,0.7,0.3,3.5,2.3,16.6,12.6,0.528,0.439,0.256,2.4,10.5,6.3,31.2,1.1,0.9,18.2,25.4,-0.3,0.3,0,0.001,-1.3,-2.4,-3.8,-0.4,0,0
"407","Michael Porter Jr.",2021,"SF",22,"DEN",59,52,31.8,7.4,13.5,0.548,2.8,6.3,0.45,4.6,7.3,0.632,0.652,1.8,2.2,0.788,1.5,5.9,7.4,1.1,0.7,0.9,1.3,2.1,19.4,20.8,0.668,0.462,0.165,5.4,21,13.2,5.4,1,2.8,8.1,21.7,4.8,2,6.9,0.176,4.1,-0.9,3.1,2.4,0,0
"408","Otto Porter",2021,"SF-PF",27,"TOT",28,6,21.6,3.5,8.1,0.432,1.4,3.7,0.375,2.1,4.4,0.48,0.518,1.3,1.5,0.857,1,4.4,5.4,2,0.6,0.1,0.9,1.5,9.7,14.5,0.552,0.458,0.185,5.2,22.4,13.8,12.9,1.3,0.6,9.2,19.3,0.6,0.6,1.3,0.101,0,-0.5,-0.6,0.2,0,0
"409","Bobby Portis",2021,"C",25,"MIL",64,7,20.9,4.7,9.1,0.519,1.1,2.4,0.467,3.6,6.8,0.537,0.58,0.8,1.1,0.729,1.9,5.3,7.2,1.1,0.8,0.4,0.9,1.7,11.4,19.8,0.592,0.26,0.12,10,25.5,18,7.4,1.8,1.7,8.2,21,2.6,2,4.6,0.164,1.9,-0.6,1.3,1.1,0,0
"410","Kristaps Porzingis",2021,"C",25,"DAL",40,40,31.1,7.6,16,0.473,2.2,6.1,0.362,5.4,9.9,0.542,0.542,2.8,3.3,0.85,1.9,7.1,9.1,1.6,0.5,1.4,1.3,2.7,20.2,21.2,0.578,0.38,0.208,6.9,24.9,16,8.4,0.8,4.2,6.8,26.7,2.3,1.6,3.9,0.149,2.7,-0.7,1.9,1.2,0,0
"411","Dwight Powell",2021,"C",29,"DAL",55,16,16,2,3.3,0.612,0.1,0.4,0.238,1.9,2.9,0.66,0.626,1.6,2.1,0.779,1.3,2.6,3.9,1,0.6,0.5,0.7,2.3,5.8,16.8,0.681,0.115,0.617,9.3,17.4,13.4,8.4,2,2.8,13.7,13.6,2.3,1.1,3.4,0.187,-0.9,1.6,0.6,0.6,0,0
"412","Norman Powell",2021,"SG-SF",27,"TOT",66,55,31.7,6.5,13.5,0.479,2.5,6.1,0.409,4,7.4,0.537,0.572,3.5,4,0.867,0.6,2.5,3.1,1.9,1.2,0.3,1.7,2.3,18.9,16.6,0.62,0.453,0.296,2.1,8.7,5.3,9.5,1.8,0.8,10.3,23.1,3.4,1.3,4.6,0.106,0.9,-0.7,0.3,1.2,0,0
"413","Taurean Prince",2021,"PF",26,"TOT",41,10,22.1,3.2,8,0.401,1.5,3.8,0.4,1.7,4.2,0.401,0.495,1.6,1.9,0.855,0.5,3,3.5,1.9,0.7,0.6,1.1,1.8,9.5,12.1,0.54,0.474,0.232,2.3,15.4,8.8,12.8,1.5,2.3,11.5,19.6,0.2,0.7,1,0.052,-1.2,-0.8,-2,0,0,0
"414","Payton Pritchard",2021,"SG",23,"BOS",63,2,18.9,2.7,6.1,0.452,1.5,3.6,0.415,1.3,2.5,0.503,0.573,0.6,0.7,0.907,0.5,1.7,2.2,1.7,0.5,0.1,0.8,1.6,7.6,12.3,0.595,0.585,0.112,2.9,10.4,6.6,12.9,1.3,0.7,11.3,16.4,1.6,0.8,2.4,0.095,-0.5,-0.9,-1.4,0.2,0,0
"415","Immanuel Quickley",2021,"PG",21,"NYK",61,3,19.6,3.7,9.2,0.399,1.9,4.8,0.397,1.8,4.4,0.401,0.503,2.5,2.8,0.889,0.4,1.8,2.2,2.1,0.5,0.2,0.9,1.8,11.7,16.4,0.563,0.52,0.305,2.2,9.9,6.1,16.8,1.3,1,8.2,25.8,1.9,1.4,3.3,0.133,1.9,-0.7,1.1,0.9,0,0
"416","Jahmi'us Ramsey",2021,"SG",19,"SAC",11,0,3.9,0.6,1.5,0.412,0.2,0.8,0.222,0.5,0.7,0.625,0.471,0.2,0.2,1,0.1,0.5,0.5,0.3,0.3,0.1,0.2,0.1,1.6,13.3,0.503,0.529,0.118,2.6,13.1,7.8,9.6,3.3,2,10.1,19.9,0,0,0,0.023,-2.3,-1.1,-3.4,0,0,0
"417","Chasson Randle",2021,"PG",27,"ORL",38,5,19.9,2.1,5.6,0.384,1.1,3.1,0.345,1.1,2.5,0.432,0.479,0.8,1.1,0.78,0.2,1.8,1.9,1.8,0.5,0.1,1.1,1.5,6.2,7.1,0.511,0.55,0.194,0.8,9.5,5,13.4,1.2,0.5,15.8,15.5,-0.4,0.4,-0.1,-0.004,-5.1,-1.4,-6.5,-0.9,0,0
"418","Julius Randle",2021,"PF",26,"NYK",68,68,37.3,8.5,18.5,0.459,2.3,5.4,0.415,6.3,13.1,0.478,0.52,4.8,5.9,0.81,1.2,9,10.3,5.9,0.9,0.3,3.4,3.2,24,19.8,0.57,0.293,0.319,3.6,26,14.9,26.6,1.2,0.6,13.8,29.1,3.4,4.1,7.4,0.141,3,0.7,3.7,3.7,0,0
"419","Cam Reddish",2021,"SF",21,"ATL",26,21,28.8,3.7,10.1,0.365,1.3,4.8,0.262,2.4,5.3,0.46,0.428,2.6,3.2,0.817,0.8,3.2,4,1.3,1.3,0.3,1.3,2.6,11.2,9.3,0.488,0.479,0.312,3.3,11.8,7.6,6.6,2.2,1.1,10.2,19.3,-0.3,0.7,0.4,0.023,-3.2,-0.4,-3.6,-0.3,0,0
"420","J.J. Redick",2021,"SG",36,"TOT",44,0,16.4,2.4,6.1,0.397,1.5,4,0.371,0.9,2,0.449,0.521,1.1,1.2,0.942,0.1,1.4,1.5,1.2,0.3,0.1,0.8,1.1,7.4,9.9,0.564,0.667,0.195,0.6,9,4.8,9.7,0.7,0.4,11,19.2,0.4,0.3,0.7,0.046,-1.5,-2.2,-3.7,-0.3,0,0
